user_id	item_id	time
18362	87	1127692800
24295	90	1127952000
27032	72	1128643200
27032	104	1128643200
10547	72	1128816000
25199	93	1128816000
10547	104	1128902400
25199	89	1128988800
16196	50	1129075200
4845	85	1129334400
4845	87	1129334400
27646	72	1129334400
6290	90	1129507200
26755	90	1129507200
11797	56	1130112000
20714	63	1130112000
8947	77	1130544000
11690	68	1130630400
11690	109	1130630400
25861	85	1130630400
11690	98	1130716800
9181	86	1131494400
27416	71	1131580800
27662	72	1132099200
9209	58	1132185600
8829	111	1132358400
25579	77	1132531200
6207	104	1132617600
16531	111	1132617600
5893	71	1133049600
27635	87	1133136000
15648	87	1133308800
12846	56	1133481600
16968	119	1133740800
8775	104	1133827200
15361	71	1134172800
21170	104	1134432000
15361	60	1134864000
21019	63	1134864000
8953	63	1134950400
7369	87	1135036800
26317	119	1135209600
25813	111	1135468800
15017	62	1135728000
12011	68	1135900800
22410	120	1136419200
16294	116	1136764800
8790	72	1137024000
8790	87	1137024000
4881	104	1137110400
8790	55	1137110400
25361	111	1137110400
27416	111	1137369600
17464	63	1137542400
6290	120	1137628800
6309	87	1137628800
13751	94	1137628800
27416	124	1137628800
14922	87	1137974400
20947	120	1138233600
3116	56	1138320000
11818	91	1138320000
15404	126	1138406400
21568	111	1138492800
7042	102	1138579200
12378	124	1139011200
3116	88	1139270400
3116	81	1139356800
6290	93	1139529600
19803	63	1139529600
19803	85	1139529600
18256	103	1139616000
1539	85	1139788800
25580	93	1139788800
19055	104	1140220800
25373	53	1140480000
23695	93	1140566400
1370	56	1140652800
3116	68	1140652800
2522	87	1140739200
7218	87	1140739200
17181	119	1140739200
17542	124	1140739200
19920	131	1140739200
22461	124	1140739200
18204	62	1140825600
23259	98	1140825600
15219	93	1141084800
21807	53	1141257600
25643	56	1141257600
18263	26	1141344000
814	47	1142121600
1637	132	1142121600
18556	111	1142208000
23767	109	1142294400
17411	66	1142380800
11253	63	1142467200
15404	55	1142467200
8715	137	1142553600
5534	104	1142726400
6567	124	1143158400
22506	93	1143158400
18256	93	1143244800
23678	56	1143244800
4723	109	1143590400
7333	88	1143763200
21655	141	1143763200
18482	47	1143849600
17674	131	1144195200
21162	141	1144281600
15855	77	1144540800
15471	68	1145059200
4449	56	1145232000
8674	120	1145491200
20279	67	1145491200
10160	136	1145664000
25156	95	1146096000
27416	133	1146182400
22337	87	1146268800
27755	87	1146700800
18482	85	1147219200
26565	98	1147219200
743	136	1147305600
14922	124	1147305600
17570	104	1147305600
9402	150	1148256000
252	69	1148428800
13957	55	1148428800
13957	56	1148428800
12170	141	1148515200
5849	139	1148860800
12197	76	1149033600
562	111	1149120000
12197	104	1149120000
25967	119	1149292800
3175	63	1149379200
3175	88	1149379200
3175	107	1149379200
5075	111	1149638400
215	157	1149811200
562	126	1149897600
24338	77	1149897600
24202	159	1150156800
1439	124	1150329600
25361	93	1150416000
18619	55	1150848000
23109	132	1151020800
13209	55	1151193600
1416	63	1151366400
106	96	1151539200
12806	68	1151539200
12806	124	1151539200
24230	31	1151884800
1439	139	1152144000
2216	87	1152144000
2918	157	1152144000
16876	131	1152230400
1780	155	1152316800
7012	55	1152403200
13193	81	1152403200
2918	111	1152489600
26715	89	1152489600
19205	160	1152662400
22431	157	1152662400
22729	119	1152921600
6290	124	1153008000
814	103	1153180800
10908	55	1153180800
25156	81	1153353600
20190	137	1153440000
23666	131	1153526400
20190	68	1153612800
23901	55	1153785600
940	141	1153958400
3116	93	1153958400
8511	64	1153958400
10908	162	1154304000
2671	137	1154390400
940	129	1154822400
2671	94	1154908800
19205	124	1154908800
11065	82	1154995200
10975	55	1155081600
13193	93	1155081600
21655	144	1155081600
8620	87	1155168000
9829	139	1155254400
19017	158	1155254400
2397	126	1155340800
562	163	1155513600
6207	85	1155686400
21982	163	1155686400
12366	111	1155772800
4723	102	1155859200
12846	104	1156032000
1494	53	1156118400
10753	124	1156118400
20714	81	1156377600
20714	107	1156377600
16443	131	1156464000
16876	141	1156550400
26570	82	1156550400
15793	27	1156723200
3444	55	1156809600
11246	157	1156809600
15793	120	1156809600
22336	74	1156809600
207	132	1156896000
13675	103	1156896000
6258	91	1157673600
19018	96	1157673600
24202	93	1158019200
940	96	1158105600
1910	130	1158278400
11074	155	1158278400
1910	85	1158537600
2216	93	1158537600
12177	170	1158537600
6258	132	1159056000
23419	56	1160265600
20408	120	1160352000
13192	93	1160524800
16537	125	1160784000
8265	91	1160870400
25373	103	1160956800
26761	93	1161043200
25051	53	1161129600
4449	109	1161216000
940	150	1161302400
3160	103	1161302400
4832	126	1161561600
16133	63	1161648000
21222	109	1161648000
15361	165	1161907200
27416	155	1161907200
15008	161	1162080000
23801	133	1162080000
16537	87	1162166400
25373	72	1162166400
6829	165	1162512000
8883	138	1162512000
12512	93	1162512000
26702	93	1162512000
27588	55	1162512000
1430	151	1162684800
26530	93	1162684800
20365	142	1162771200
18408	116	1162944000
8957	197	1163030400
27113	141	1163116800
15242	159	1163203200
17403	102	1163289600
8620	93	1163376000
25373	97	1163376000
15093	63	1163462400
27032	135	1163462400
4832	87	1163980800
4794	165	1164153600
19745	119	1164326400
12121	127	1164672000
4361	174	1164844800
1923	124	1165449600
17838	93	1165449600
6445	69	1165536000
15236	141	1165536000
6445	85	1165795200
15704	170	1165795200
16017	87	1165968000
19319	111	1165968000
21655	177	1165968000
16034	104	1166140800
18026	63	1166140800
1484	162	1166400000
11971	139	1166400000
12469	93	1166486400
27737	93	1166918400
12053	162	1167004800
27737	120	1167004800
18969	155	1167264000
5598	124	1167350400
27741	161	1167350400
7569	124	1167523200
2671	91	1167609600
5237	116	1167609600
12716	93	1167782400
16283	76	1167782400
17403	108	1167782400
17574	88	1167782400
22513	126	1167782400
15079	93	1167868800
1820	177	1167955200
10466	71	1167955200
26275	161	1167955200
10524	158	1168041600
940	155	1168128000
212	56	1168300800
3456	109	1168300800
15361	161	1168300800
18955	142	1168300800
20866	174	1168300800
21170	123	1168300800
22609	81	1168300800
26858	138	1168300800
215	170	1168387200
4937	96	1168473600
15108	163	1168473600
15524	87	1168473600
19864	56	1168646400
14418	132	1168819200
13957	110	1168905600
9763	158	1169078400
11740	31	1169078400
18989	189	1169164800
1760	94	1169424000
12846	55	1169683200
12846	166	1169683200
16546	177	1169769600
3410	91	1170028800
20303	172	1170374400
2671	138	1170460800
11721	93	1170547200
5951	142	1170720000
13964	71	1170720000
9642	230	1170806400
20986	101	1170892800
16802	142	1171065600
14957	93	1171152000
7307	196	1171238400
1439	135	1171497600
6829	85	1171497600
6829	93	1171497600
13596	161	1171497600
26835	31	1171584000
26835	93	1171584000
7618	110	1171670400
12366	126	1171670400
371	196	1171929600
16001	159	1171929600
5994	63	1172188800
215	82	1172620800
25980	93	1172620800
6990	177	1172793600
16598	174	1172880000
24756	87	1172966400
24756	116	1172966400
17528	161	1173052800
13597	161	1173139200
16598	91	1173139200
17617	165	1173225600
18909	166	1173225600
17068	107	1173312000
20302	93	1173398400
25932	129	1173571200
11417	108	1173830400
13193	138	1173830400
14317	111	1173830400
21807	93	1173830400
1760	71	1173916800
16686	161	1174089600
18961	96	1174176000
12129	161	1174348800
22535	93	1174348800
25751	163	1174348800
19481	114	1174435200
17680	124	1174521600
20509	87	1174521600
24783	87	1174521600
10464	124	1174694400
3484	124	1175126400
8437	86	1175212800
13190	97	1175385600
5829	114	1175472000
16270	174	1175558400
12589	162	1175644800
12589	166	1175644800
7569	110	1175817600
22609	160	1175817600
13572	81	1175904000
13572	86	1175904000
13572	95	1175904000
15517	162	1175904000
17108	93	1175904000
208	215	1176076800
20104	114	1176076800
10699	153	1176163200
19147	87	1176163200
16196	32	1176249600
18576	102	1176249600
19199	93	1176336000
19199	163	1176336000
830	87	1176508800
20710	158	1176595200
5567	76	1177027200
5567	95	1177027200
2664	109	1177200000
5567	148	1177286400
9993	74	1177459200
2671	76	1177804800
16240	129	1177891200
5432	93	1177977600
5567	196	1178150400
26969	139	1178150400
24040	160	1178409600
5567	214	1178668800
25401	162	1178668800
11254	67	1178755200
21937	56	1178755200
23345	93	1178755200
8162	53	1178841600
1416	93	1178928000
5747	71	1178928000
6414	166	1178928000
9283	81	1178928000
9283	162	1178928000
19395	103	1178928000
26722	102	1178928000
18098	161	1179014400
22692	136	1179014400
2766	151	1179100800
6994	200	1179187200
15242	93	1179187200
13561	159	1179360000
15477	87	1179360000
18576	129	1179360000
17466	154	1179446400
9164	215	1179792000
16196	81	1179792000
4723	139	1179964800
2638	87	1180396800
22774	130	1180396800
743	94	1180569600
18562	141	1180569600
26204	200	1180569600
11317	176	1180656000
11317	186	1180656000
18562	110	1180656000
1716	191	1180742400
14949	197	1180742400
22431	126	1180828800
7491	173	1181001600
814	213	1181088000
2096	124	1181088000
19199	174	1181088000
5479	166	1181174400
15476	169	1181174400
26362	152	1181174400
9633	93	1181260800
15783	192	1181260800
5245	87	1181433600
12231	174	1181520000
24461	93	1181520000
3886	236	1181606400
26362	215	1181606400
8947	164	1181692800
18556	93	1181779200
25091	160	1181779200
26113	87	1181779200
2115	162	1181865600
5479	213	1181865600
21568	93	1181865600
26567	93	1181865600
17181	158	1181952000
23208	93	1181952000
14599	93	1182124800
25662	81	1182297600
2115	87	1182470400
2115	124	1182470400
15862	199	1182556800
12804	142	1182902400
12804	162	1182902400
7123	215	1183075200
26299	93	1183075200
12837	232	1183161600
1761	174	1183766400
6911	169	1183852800
9993	174	1183939200
14706	148	1183939200
9561	87	1184112000
13514	93	1184198400
14304	153	1184198400
3116	249	1184284800
7001	245	1184284800
11495	148	1184284800
14495	231	1184284800
9145	93	1184371200
26361	81	1184457600
10547	130	1184544000
18244	162	1184544000
16598	93	1184630400
16196	197	1185062400
26482	110	1185235200
15303	8241	1185321600
3740	127	1185408000
21126	161	1185408000
23964	76	1185408000
7218	170	1185494400
19864	193	1185494400
19864	196	1185494400
22367	124	1185494400
23148	169	1185494400
8517	93	1185753600
21124	110	1185840000
27574	26	1185840000
17228	124	1185926400
18133	200	1185926400
26235	139	1186012800
9586	259	1186099200
13959	51	1186272000
19748	153	1186358400
21030	248	1186358400
3116	245	1186444800
3292	153	1186444800
3292	343	1186444800
6011	232	1186444800
19518	85	1186531200
8620	151	1186617600
23623	164	1186617600
2510	93	1186704000
2510	169	1186704000
4619	85	1186704000
22946	93	1186704000
25729	76	1186790400
11655	188	1186963200
14960	124	1186963200
19122	215	1186963200
15639	71	1187049600
26482	161	1187049600
19122	255	1187308800
24828	115	1187740800
24828	233	1187740800
3444	56	1187827200
21346	248	1187827200
23728	123	1187827200
25813	257	1187913600
26283	215	1188172800
8947	262	1188259200
2169	164	1188345600
19522	225	1188345600
17228	211	1188432000
27005	68	1188432000
13574	76	1188518400
5355	235	1188604800
19408	164	1188691200
21655	94	1188864000
24322	93	1188950400
7692	211	1189123200
25656	176	1189123200
27382	195	1189123200
1763	247	1189209600
15272	163	1189209600
15272	213	1189209600
19669	173	1189209600
22748	138	1189296000
2146	150	1189555200
4530	151	1189555200
6829	195	1189728000
11721	153	1189728000
16698	235	1189728000
19395	283	1189728000
25199	136	1189728000
26694	213	1189987200
2618	69	1190073600
21590	124	1190332800
23621	234	1190592000
25864	124	1190592000
6290	287	1190678400
15471	170	1190764800
17599	93	1190851200
9049	56	1190937600
21807	27	1191024000
12629	152	1191196800
20550	85	1191369600
20550	87	1191369600
17799	135	1191456000
7013	164	1191542400
17306	152	1191628800
25949	71	1191715200
8292	192	1191801600
12418	124	1191801600
26317	273	1191888000
27044	287	1191888000
16739	93	1191974400
25949	160	1192060800
24531	87	1192147200
2466	124	1192233600
16334	161	1192233600
22713	124	1192233600
13127	435	1192406400
5994	252	1192579200
4723	196	1192665600
24929	93	1192665600
11902	142	1192752000
2058	93	1192924800
14017	93	1193011200
26935	109	1193184000
19790	135	1193356800
215	248	1193443200
18752	196	1193616000
26061	150	1193702400
16791	93	1193961600
17570	150	1194134400
18362	273	1194134400
23893	157	1194134400
6275	85	1194220800
6275	161	1194220800
16567	95	1194220800
19033	192	1194220800
2510	161	1194739200
20345	93	1194998400
20345	154	1194998400
19522	215	1195257600
19522	254	1195257600
9327	215	1195430400
12755	144	1195516800
23767	93	1195516800
593	96	1195603200
10208	36	1195603200
3279	155	1195689600
18388	161	1195776000
25813	155	1195948800
27062	30	1195948800
15772	43	1196121600
16046	212	1196208000
9327	226	1196294400
21366	287	1196294400
8490	215	1196467200
13353	174	1196467200
2389	123	1196640000
15093	200	1196640000
2031	53	1196726400
8117	44	1196726400
19522	255	1196812800
3635	103	1196899200
5849	93	1196985600
13426	255	1196985600
16034	124	1197244800
13729	130	1197331200
13729	152	1197331200
25250	93	1197417600
20082	93	1197504000
12521	248	1197590400
20000	93	1197849600
7218	123	1197936000
12418	283	1198022400
15783	53	1198022400
26034	215	1198022400
14588	294	1198108800
19225	186	1198108800
20253	173	1198195200
5207	262	1198281600
14098	192	1198281600
26084	232	1198281600
2552	156	1198368000
17922	166	1198368000
13852	254	1198627200
15186	366	1198627200
5599	245	1198713600
9538	53	1198800000
10208	118	1198800000
10208	247	1198800000
3209	129	1198886400
11019	245	1198886400
1566	283	1198972800
6687	123	1199059200
6687	200	1199059200
6687	245	1199059200
24438	212	1199059200
4957	31	1199145600
16284	230	1199145600
8861	257	1199318400
18102	234	1199491200
13717	273	1199577600
25656	93	1199577600
18388	53	1199664000
2466	139	1199750400
3359	153	1199750400
12346	48	1199750400
12346	127	1199750400
12346	118	1199836800
24929	213	1199923200
3116	44	1200009600
16626	161	1200096000
10971	53	1200182400
14076	135	1200268800
15471	245	1200268800
20370	171	1200441600
2428	93	1200528000
5506	187	1200528000
12521	29	1200528000
21848	44	1200528000
565	215	1200614400
26733	96	1200614400
27807	161	1200614400
8061	871	1200700800
10429	153	1200787200
19802	116	1200787200
25861	130	1200787200
14350	273	1200873600
5700	268	1200960000
12881	227	1200960000
13982	53	1201046400
14085	297	1201046400
10679	150	1201132800
10679	152	1201132800
20733	133	1201132800
20733	196	1201132800
22946	257	1201132800
6397	108	1201219200
1964	294	1201392000
12521	435	1201392000
13125	171	1201478400
16986	114	1201478400
20776	273	1201478400
5378	225	1201564800
22336	294	1201564800
13021	81	1201651200
4690	53	1201737600
12521	252	1201737600
12745	228	1201910400
2169	315	1201996800
22309	94	1202169600
1753	148	1202256000
4903	152	1202256000
4903	299	1202256000
7519	300	1202256000
22946	227	1202256000
7519	435	1202342400
14398	273	1202342400
14649	133	1202342400
11555	178	1202428800
11555	212	1202428800
17115	81	1202428800
21944	204	1202428800
25967	243	1202428800
11050	435	1202515200
5087	123	1202601600
1242	291	1202774400
383	161	1202860800
12231	234	1202860800
18021	103	1202860800
16324	191	1203033600
17306	292	1203033600
22994	217	1203120000
22994	220	1203120000
22994	231	1203120000
22546	53	1203206400
25861	248	1203206400
8467	153	1203292800
5909	242	1203379200
17421	93	1203379200
20000	245	1203379200
27807	44	1203379200
7172	273	1203724800
11531	343	1203724800
7685	93	1203897600
17799	238	1203897600
18576	240	1203984000
27416	291	1203984000
11456	123	1204070400
11456	153	1204070400
2415	232	1204243200
19472	161	1204329600
8023	191	1204416000
13982	245	1204416000
17817	53	1204416000
19280	235	1204416000
19280	252	1204416000
11417	87	1204502400
11926	93	1204502400
11926	245	1204502400
13021	93	1204588800
22997	93	1204588800
160	197	1204848000
18197	171	1204848000
13000	87	1205020800
13000	93	1205020800
13000	103	1205020800
13000	109	1205020800
13000	124	1205020800
13000	195	1205020800
13000	283	1205020800
17299	166	1205020800
1539	294	1205107200
15361	290	1205107200
4244	150	1205193600
6648	161	1205193600
9209	93	1205193600
16428	252	1205193600
17108	248	1205193600
4845	243	1205280000
24129	435	1205280000
16334	328	1205539200
8095	93	1205625600
18576	176	1205712000
22044	115	1205712000
3221	298	1205798400
8588	161	1205798400
8859	152	1205798400
9911	189	1205971200
11456	110	1205971200
21664	94	1205971200
12521	273	1206057600
27628	178	1206057600
10564	93	1206144000
24275	152	1206144000
10998	242	1206230400
2043	193	1206403200
2766	93	1206403200
12933	93	1206489600
11986	871	1206576000
12745	153	1206748800
14960	201	1206748800
8507	93	1206921600
8507	161	1206921600
8493	215	1207008000
17184	252	1207008000
5075	165	1207180800
26784	335	1207180800
3175	108	1207267200
3175	124	1207267200
11486	245	1207267200
2552	232	1207353600
17076	135	1207353600
1954	260	1207440000
10586	245	1207440000
22658	252	1207440000
27235	161	1207440000
27235	166	1207440000
2671	289	1207526400
8558	245	1207526400
15341	147	1207526400
27743	130	1207526400
17398	196	1207699200
21855	247	1207699200
7599	235	1207785600
21030	93	1207785600
9120	161	1207872000
1749	93	1207958400
392	227	1208044800
14114	252	1208131200
2115	228	1208217600
3240	123	1208304000
4094	139	1208304000
19173	176	1208304000
9029	245	1208390400
18433	252	1208390400
19395	93	1208390400
19395	278	1208390400
21807	245	1208390400
25967	110	1208476800
8486	362	1208563200
17549	76	1209081600
2841	165	1209168000
6439	135	1209168000
8103	93	1209168000
15831	197	1209254400
22139	299	1209254400
3335	262	1209340800
7557	161	1209340800
14588	245	1209340800
16443	325	1209427200
19618	188	1209427200
26784	292	1209427200
25435	70	1209600000
58	278	1209686400
8033	187	1209686400
3562	93	1209772800
27574	93	1209945600
27574	178	1209945600
549	252	1210032000
1479	245	1210032000
19638	226	1210032000
23480	43	1210032000
2936	8241	1210204800
2115	220	1210291200
6906	124	1210291200
11115	29	1210291200
27516	289	1210291200
8817	93	1210464000
3886	147	1210636800
374	245	1210982400
12147	93	1210982400
15415	93	1210982400
13545	344	1211155200
15169	76	1211155200
26919	149	1211241600
7329	344	1211328000
8111	245	1211328000
13848	344	1211328000
18883	344	1211328000
26317	344	1211328000
8003	344	1211414400
11280	344	1211414400
20806	344	1211414400
260	249	1211500800
260	259	1211500800
2261	268	1211500800
5466	344	1211500800
10786	273	1211500800
5679	162	1211587200
18433	298	1211673600
19018	344	1211673600
22994	156	1211673600
22994	238	1211673600
27256	344	1211673600
1471	130	1211846400
1471	152	1211846400
17688	344	1211932800
18189	243	1212019200
14112	344	1212105600
19395	169	1212105600
22994	259	1212192000
2201	292	1212278400
3933	298	1212278400
16162	95	1212278400
5263	318	1212364800
8111	344	1212364800
18584	252	1212364800
716	344	1212451200
26784	871	1212451200
5994	273	1212537600
19656	135	1212537600
743	384	1212624000
22006	194	1212624000
12984	344	1212710400
609	247	1212883200
9678	244	1212883200
13537	254	1212883200
21675	299	1212883200
10399	27	1212969600
2115	344	1213056000
6762	384	1213056000
8882	92	1213056000
8882	295	1213056000
19155	261	1213142400
22994	262	1213142400
4690	270	1213228800
8341	215	1213228800
3753	173	1213315200
13270	255	1213315200
26969	344	1213574400
2394	87	1213660800
2394	196	1213660800
2394	366	1213660800
26649	344	1213660800
81	344	1213747200
4845	292	1213747200
5617	254	1213747200
23623	242	1213747200
26131	187	1213747200
1810	344	1213833600
19287	344	1213833600
27050	230	1213833600
21249	292	1214092800
10822	384	1214179200
13513	93	1214179200
6259	243	1214265600
16334	29	1214265600
19404	215	1214265600
1528	320	1214352000
11587	244	1214352000
23263	243	1214438400
27652	320	1214438400
13417	320	1214524800
15708	93	1214524800
24690	344	1214524800
24690	360	1214524800
12745	356	1214611200
25237	344	1214611200
26860	212	1214697600
10705	320	1214784000
15637	44	1214870400
19255	87	1214870400
19487	304	1214870400
16296	320	1214956800
27409	93	1214956800
27409	291	1214956800
27409	292	1214956800
2240	328	1215043200
20082	320	1215043200
25688	189	1215043200
7615	320	1215129600
7716	372	1215129600
9221	245	1215129600
18351	215	1215129600
20341	320	1215129600
5466	320	1215216000
1854	189	1215302400
19155	196	1215302400
20298	344	1215302400
26152	257	1215302400
26113	315	1215388800
26439	234	1215388800
1854	245	1215475200
3116	384	1215475200
11022	93	1215475200
19155	294	1215475200
18883	196	1215561600
20307	384	1215648000
24001	384	1215648000
20200	320	1215734400
9403	226	1215820800
10812	87	1215820800
12225	135	1215820800
14231	245	1215820800
22855	287	1215820800
13848	482	1215907200
21340	194	1215907200
25681	204	1215907200
26439	166	1215907200
1854	384	1215993600
14732	93	1215993600
16045	211	1215993600
16480	71	1215993600
17838	344	1215993600
20630	109	1215993600
2525	87	1216080000
2525	344	1216080000
3191	278	1216080000
6567	298	1216080000
18064	384	1216080000
20630	81	1216080000
3116	344	1216166400
15708	344	1216166400
23623	435	1216166400
27585	320	1216166400
10976	227	1216252800
15902	247	1216252800
22139	320	1216252800
26300	356	1216252800
4014	93	1216339200
10425	161	1216339200
12177	270	1216339200
15289	435	1216339200
2415	256	1216598400
15357	384	1216598400
16061	215	1216598400
12114	93	1216684800
24807	235	1216684800
2918	384	1216771200
21199	93	1216771200
24001	357	1216771200
5805	273	1216857600
6973	320	1216857600
18598	252	1216857600
1728	244	1216944000
14921	93	1216944000
15195	871	1216944000
2154	384	1217116800
19771	308	1217203200
12523	144	1217289600
13240	235	1217289600
14008	170	1217376000
12955	273	1217462400
1331	166	1217548800
20370	93	1217548800
20750	374	1217548800
1910	412	1217635200
12745	235	1217635200
1547	53	1217721600
9403	299	1217721600
10542	250	1217721600
1547	150	1217808000
9181	309	1217808000
10418	93	1217808000
12026	126	1217808000
24392	220	1217808000
8619	235	1217894400
12026	415	1217894400
22994	346	1217894400
23475	292	1217894400
26935	171	1217894400
19155	274	1217980800
18130	174	1218067200
21160	53	1218067200
3962	384	1218153600
17799	384	1218240000
27879	249	1218240000
3209	240	1218326400
7485	376	1218326400
13623	362	1218326400
17498	87	1218412800
12026	274	1218499200
23261	129	1218499200
12521	374	1218585600
7469	311	1218672000
24812	290	1218672000
19033	280	1218758400
19720	415	1218758400
26816	186	1218758400
5098	383	1219017600
1940	339	1219104000
12745	173	1219104000
3116	374	1219190400
21394	321	1219190400
24129	344	1219190400
24677	189	1219276800
24677	235	1219276800
24677	376	1219276800
1539	415	1219363200
19995	201	1219536000
24438	230	1219536000
9806	280	1219622400
14957	384	1219622400
16288	95	1219622400
16698	424	1219622400
354	161	1219968000
7376	217	1219968000
10721	161	1219968000
16816	292	1219968000
1931	257	1220054400
25968	125	1220054400
4562	86	1220313600
16566	292	1220313600
1281	335	1220400000
4881	94	1220572800
27210	207	1220572800
27311	360	1220572800
8289	150	1220659200
11050	344	1220659200
19205	235	1220659200
1566	394	1220745600
1566	395	1220745600
4823	384	1220745600
20656	35	1220745600
23320	393	1220745600
18219	93	1220832000
7571	188	1220918400
23637	170	1220918400
9054	384	1221091200
19638	110	1221091200
1062	418	1221177600
7878	308	1221177600
7878	344	1221177600
3116	382	1221264000
11368	344	1221264000
25239	252	1221264000
25239	373	1221264000
556	123	1221350400
19940	307	1221436800
26788	418	1221436800
24531	46	1221523200
15704	35	1221609600
7455	335	1221696000
14820	245	1221696000
8882	432	1221782400
21350	360	1221782400
15558	415	1221868800
20370	252	1221868800
26034	382	1221868800
9448	361	1221955200
11200	303	1221955200
24948	414	1221955200
16288	172	1222041600
3966	93	1222128000
25283	268	1222128000
1955	93	1222214400
1955	186	1222387200
2476	115	1222387200
11210	292	1222473600
11210	366	1222473600
13695	384	1222473600
26746	156	1222560000
1539	428	1222646400
13982	423	1222646400
6933	297	1222732800
6933	456	1222732800
16563	107	1222819200
25272	273	1222819200
8511	354	1222905600
8379	51	1222992000
8379	306	1222992000
8379	339	1222992000
22645	373	1222992000
1931	240	1223164800
1931	268	1223164800
4619	354	1223164800
16725	361	1223251200
25649	393	1223251200
19960	215	1223337600
26935	87	1223424000
185	268	1223510400
22833	384	1223510400
1955	148	1223769600
11019	376	1223769600
19328	344	1223769600
23343	87	1223769600
13125	233	1223856000
12873	344	1224115200
12521	393	1224201600
3176	386	1224288000
27555	376	1224374400
7148	299	1224460800
24560	418	1224460800
24560	423	1224460800
14187	401	1224633600
25627	161	1224633600
10542	300	1224720000
22431	93	1224720000
1940	401	1225324800
16472	204	1225324800
25305	344	1225324800
3329	387	1225497600
16939	171	1225497600
18363	268	1225497600
21030	384	1225584000
16478	297	1225670400
16563	185	1225670400
16563	214	1225670400
16563	432	1225670400
12903	86	1225756800
12903	384	1225756800
22266	405	1225756800
23343	401	1225756800
9998	871	1225929600
6414	405	1226102400
19863	243	1226188800
7139	366	1226275200
12690	405	1226534400
18362	292	1226534400
13959	223	1226620800
16782	326	1226620800
24064	435	1226793600
5211	360	1226880000
14866	196	1226880000
3614	434	1226966400
758	384	1227052800
2949	70	1227052800
4134	507	1227052800
7341	153	1227052800
9919	423	1227052800
17883	233	1227052800
19196	463	1227052800
4645	172	1227139200
13982	472	1227139200
15720	338	1227139200
23343	471	1227139200
19459	332	1227225600
1067	398	1227398400
6290	472	1227398400
7993	415	1227398400
19211	507	1227398400
22655	51	1227398400
25007	335	1227398400
6731	161	1227484800
17307	51	1227484800
11191	30	1227571200
11535	202	1227571200
18969	453	1227571200
19753	384	1227571200
23977	295	1227571200
11980	170	1227657600
25106	289	1227657600
19196	434	1227744000
21807	336	1227744000
3758	161	1227830400
7224	484	1227830400
14732	344	1227830400
24476	161	1227830400
6300	463	1227916800
4650	256	1228089600
20750	242	1228089600
21001	262	1228089600
26784	489	1228089600
7998	110	1228176000
8589	344	1228176000
25602	400	1228176000
260	435	1228262400
4525	338	1228262400
