user_id	item_id	timestamp
870	253	887567321
293	174	888905923
345	172	884991831
936	325	886831709
4	50	892003526
493	59	884132315
300	288	875649995
6	156	883602212
477	49	875941155
504	84	887840589
41	98	890687374
416	750	893214128
315	216	879821120
644	1610	889077115
19	435	885412840
320	739	884750992
907	275	880158692
239	509	889180071
249	42	879572630
66	181	883601425
87	385	879875818
437	265	880142942
291	97	875087264
314	196	877888212
112	328	884992566
601	410	876347113
91	689	891438617
86	1175	879570973
16	504	877718168
783	887	884326620
253	747	891628501
497	50	879310580
889	631	880178449
921	237	879379562
198	727	884208876
7	503	891353950
854	168	882814435
85	380	882995704
694	135	875727018
525	237	881085893
600	450	888453144
73	272	888792247
96	198	884403465
613	632	891227204
18	951	880129595
97	183	884238911
239	478	889178986
551	1518	892785363
578	294	888957453
90	1136	891385899
938	1	891356314
460	253	882912316
687	286	884651648
438	148	879868443
567	489	882426673
95	133	888954341
410	269	888627137
130	564	875802137
234	923	892078741
130	565	880396541
487	710	883445721
222	596	877563739
409	484	881107310
518	129	876823804
327	464	887822785
237	134	879376327
235	86	889656113
393	258	887741960
416	281	893213103
846	64	883948221
838	93	887063937
663	1276	889492679
221	1314	875247833
311	1232	884366439
486	251	879874582
655	425	887477409
178	64	882826242
471	102	889828081
769	111	885424001
535	693	879619107
553	86	879948771
330	63	876547165
318	196	884495973
711	921	879993318
308	559	887740367
796	615	892690263
387	238	886482928
487	1217	884025080
66	117	883601787
763	658	878915600
130	939	876252041
253	89	891628451
591	168	891031724
426	641	879441931
328	1248	885047417
7	633	891351509
187	209	879465370
870	172	875680098
753	504	891401457
314	595	877886375
559	180	891035111
731	655	886183515
27	246	891542897
854	83	882813691
397	529	885350326
196	111	881251793
393	541	889555384
741	204	891018266
60	56	883326919
537	703	886031859
250	44	878090199
639	949	891240868
758	484	881975814
796	660	892690101
551	693	892777943
354	209	891218155
545	399	879900794
647	136	876534131
48	286	879434181
437	1142	880141696
251	1	886272009
105	313	889214193
227	1143	879035803
561	232	885810428
794	420	891035662
890	589	882403221
392	837	891038466
838	7	887064072
497	68	879310850
23	73	874787016
821	213	874793806
42	588	881108147
233	511	876021120
456	1551	881374193
318	257	884471030
72	471	880035588
297	154	875239658
236	191	890116335
654	756	887864071
327	451	887819411
850	208	883194973
874	150	888632448
95	491	879197783
53	64	879442384
188	216	875075300
923	9	880387306
936	137	886832544
7	22	891351121
254	1116	886473448
504	725	887911973
660	347	891197585
286	137	884203281
13	502	882141458
90	462	891383752
234	1448	892335187
298	257	884126240
536	79	882359813
91	161	891439353
303	762	879468179
804	625	879445493
530	50	883781669
918	131	891987824
898	343	888294805
280	1401	891700881
658	960	875147873
889	322	880176717
312	516	891699626
889	147	880176926
593	163	876506675
606	214	880926018
754	676	879451517
268	381	875309344
295	631	879966498
406	663	879446269
87	66	879876403
209	181	883417491
707	194	886286246
405	787	885545672
1	95	875072303
280	471	891700553
674	410	887763150
474	1045	887927728
371	64	877487052
227	221	879035535
747	582	888639362
185	23	883524249
796	87	893218728
870	70	889409590
474	448	887925751
932	101	891251225
336	405	877760374
404	331	883790249
757	229	888466652
874	748	888633197
500	535	890010025
58	480	884305220
566	166	881649709
515	302	887658604
334	237	891545067
935	815	884472576
85	327	884820110
484	252	880270616
30	435	885941156
585	652	891285658
655	709	888475039
332	294	887916324
350	187	882347782
638	89	876694704
334	421	891547307
655	69	887476943
144	15	888104150
328	402	885047627
326	177	879876881
399	214	882344722
345	1096	884994682
256	89	882164525
642	250	886131457
318	385	884496398
938	763	891356656
130	185	875217033
535	204	879617856
846	674	883949046
590	9	879438972
480	603	891208239
567	636	882427155
90	9	891385787
314	568	877888391
487	183	883446637
507	315	889964593
796	659	892662482
293	14	888904985
145	313	883840638
757	233	888467038
608	79	880405863
330	213	876546752
58	173	884305353
935	274	884472352
326	500	879875644
937	116	876769080
521	721	885253337
885	213	885715221
457	97	882397699
49	171	888066551
377	154	891298627
804	322	879440700
648	252	882212374
339	82	891035850
18	792	880131106
349	619	879466000
472	229	875982560
835	673	891034117
738	189	875351404
85	416	882994912
633	98	875324715
807	527	892528646
186	331	889817888
623	523	891034756
617	656	883789386
894	1658	882404137
346	1210	875265335
782	987	891499660
450	559	882376446
249	86	879572124
846	479	883947694
587	895	892871113
267	121	878970681
450	530	887661843
268	588	875310745
690	642	881179937
91	526	891439471
815	87	878694199
57	932	883697585
548	322	891043509
549	151	881672300
361	86	879440941
311	528	884364724
198	455	884206191
256	1086	882150943
330	38	876546948
926	237	888351813
91	427	891439057
216	91	880235546
298	504	884127249
94	288	885869993
664	478	878090415
443	748	883505171
709	215	879846259
595	1312	886921787
887	421	881379954
786	211	882843500
244	89	880602210
629	191	880116887
13	529	882140206
271	276	885847800
141	756	884585363
279	1496	875298419
104	1011	888465201
89	236	879441400
180	729	877355598
435	64	884131036
110	41	886989399
880	627	880241256
592	333	882607476
847	652	878941005
749	746	878848764
328	905	888641999
871	324	888192689
484	257	882079956
200	812	884130621
276	419	874792907
690	546	881178383
805	176	881684185
751	434	889297670
436	47	887769930
119	742	874775406
632	237	879458570
217	117	889069842
271	135	885848373
659	214	891387399
484	197	891195973
188	173	875075118
72	134	880037793
892	204	886608714
221	461	875245574
486	532	879874871
394	38	881058146
214	185	892668173
270	443	876955976
861	14	881274612
942	234	891283161
655	182	888474106
322	157	887314244
230	28	880484444
650	206	891371186
621	501	874965299
524	607	884637314
267	189	878971874
244	26	880606274
802	646	875986155
422	237	875130230
234	625	892336286
328	172	885045528
383	484	891192949
189	91	893265684
11	15	891903067
85	30	882995290
41	414	890687550
21	98	874951657
496	774	876066424
670	519	877974604
881	21	876536667
503	173	880383357
692	412	876954196
868	162	877109505
434	546	886725076
343	499	876405129
279	265	875655063
474	705	887924619
91	327	891438351
313	216	891013525
167	83	892738384
179	307	892151565
389	820	880089211
184	372	889910053
754	359	879451299
654	173	887864181
379	517	888044628
569	1197	879793465
696	315	886403578
343	663	876405045
592	747	882956102
83	38	887665422
450	558	882396050
849	38	879695420
650	498	891369587
912	1041	875966616
311	491	884365168
889	428	880179536
454	255	881959276
7	611	891351161
363	66	891496849
281	690	881200264
188	96	875073128
105	258	889214306
246	651	884921638
194	197	879522021
380	663	885478799
627	576	879531504
469	127	879525373
641	242	879370299
701	750	891446588
203	993	880434919
416	1051	886319079
763	151	878923488
232	603	888549376
312	713	891698334
305	528	886323378
417	614	879648156
49	238	888068762
244	1028	880604830
921	1034	879380457
301	118	882074903
381	419	892696446
256	49	882165238
601	186	876349542
62	135	879375080
331	124	877196174
85	751	884820157
30	319	875060217
750	338	879445961
174	167	886514953
486	268	879874064
823	174	878437589
650	218	891370065
85	291	882994658
11	414	891905393
421	333	892241236
339	170	891032286
417	66	879648026
537	557	886032245
95	671	880571045
7	578	891354090
192	1160	881367456
42	95	881107220
387	642	886483395
472	1074	892790676
663	1009	889493069
363	176	891495109
826	570	885690790
457	628	882393688
82	87	878769598
892	22	886608714
450	25	882376188
543	313	887912223
168	472	884287927
119	1261	874781198
682	117	888522455
459	278	879563270
405	357	885544974
875	478	876465025
758	653	881975922
514	197	875310992
561	661	885808715
460	285	882912205
308	443	887740500
336	257	877759730
514	211	876067235
288	269	886373071
335	288	891566952
639	283	891239913
655	772	887426972
716	474	879795122
327	529	887822770
938	1283	891357190
918	86	891986798
361	173	879440774
633	939	877212045
532	559	892859148
277	24	879543931
328	218	885047281
276	409	874792310
566	772	881650467
870	447	879713953
659	182	891332044
10	157	877889004
833	28	875135213
904	275	879735461
669	427	892550137
422	323	875129668
674	742	887762714
869	294	884490151
276	99	874792907
551	144	892778035
910	237	880822060
145	554	875272245
48	187	879434954
561	955	885808738
313	238	891013859
511	880	890004778
597	936	875343067
541	1	883874645
886	87	876032473
286	85	877533224
206	896	888180018
541	699	883864985
119	1202	874775680
388	307	886439506
793	252	875104498
297	268	881707737
94	42	885870577
829	268	886631672
561	178	885807713
567	648	882426021
151	1109	879542414
648	94	884882234
492	291	879969692
560	246	879976109
59	161	888205855
903	50	891031329
474	615	887924619
214	319	891542735
458	461	886397377
315	286	879799301
280	145	891702198
293	496	888905840
795	1041	883254780
421	124	892241344
480	483	891208293
918	1200	891988276
13	835	882139901
868	206	877108352
92	282	876769303
117	184	881012601
923	105	880388547
915	300	891031477
363	423	891495711
455	279	882141582
60	430	883326122
131	536	883681723
523	95	883701800
487	62	884042630
285	300	890595584
299	724	889502687
160	202	876862077
853	873	879365091
514	431	875463595
580	257	884125243
682	41	888522073
727	392	883711847
274	294	878944379
758	38	881980408
897	214	879990923
280	226	891701998
432	742	889415983
622	1181	882670367
710	318	882063710
308	198	887739172
840	497	891209571
92	674	875906853
76	258	875027206
312	174	891698224
709	209	879846332
483	222	878953485
276	411	874786807
727	174	883710186
553	617	879949042
158	38	880134607
707	1211	886287268
514	1039	875318163
210	56	887730264
699	234	878883172
541	404	883874646
276	581	886483710
799	286	879253668
194	491	879520916
778	154	890670560
64	237	889740310
826	228	885690600
660	423	891199942
907	235	880159222
95	71	880573288
796	483	892663044
661	657	876013714
125	705	879454243
901	194	877131342
18	699	880130802
758	96	881976985
326	675	879875457
7	420	891353219
312	180	891698174
805	147	881694286
437	83	880140325
1	166	874965677
607	474	883879473
504	176	887837739
749	211	878847887
28	646	881961003
293	239	888907166
835	378	891035309
122	378	879270769
234	31	892334803
705	257	883426944
790	49	885156852
236	520	890116095
843	89	879444670
296	248	884196765
894	246	882404137
233	423	877665239
345	288	884901497
795	109	880557210
494	127	879541080
151	137	879528754
647	203	876776321
110	1250	886988818
457	372	882548382
831	156	891354751
588	21	890015791
543	582	874863550
880	181	880166719
477	778	875941191
663	864	889492917
674	255	887763012
435	193	884131243
868	1098	877107416
532	592	874791850
207	233	877124847
166	343	886397882
256	151	882151623
773	675	888540279
318	15	884470944
409	514	881107310
154	640	879138713
96	519	884402896
18	953	880131901
158	580	880135093
249	148	879640361
123	185	879873120
859	111	885776056
268	186	875310311
478	427	889388633
554	696	876232023
295	738	879518546
152	354	890322242
328	984	885044940
645	191	892053644
35	680	875459099
541	73	883865693
704	58	891397366
298	265	884127720
324	538	880574901
561	489	885807743
188	205	875071710
73	175	888625785
933	89	874853957
378	471	880057018
543	303	875664365
207	182	891759050
587	310	892870992
711	281	879995362
343	202	876406256
276	88	874791960
204	288	892389137
437	151	881002374
451	307	879012431
408	689	889680045
65	179	879216605
535	454	879617894
234	143	892079288
181	508	878962623
87	515	879876194
7	542	892131849
488	318	891293734
538	213	877364067
887	181	881378040
243	127	879987045
339	1017	891033567
198	121	884206330
807	1078	892979639
521	168	884477585
798	756	875296109
846	1074	883950859
447	469	878856394
201	324	884110811
474	469	887925916
296	153	884197419
138	357	879024327
236	172	890116539
152	371	882477356
339	131	891033382
244	955	880606593
624	137	879792623
422	126	875129911
56	447	892679067
796	516	893048115
504	97	887832760
889	178	880178078
577	1042	880475286
436	200	887769515
222	77	878183616
907	685	880158960
925	98	884717862
130	98	875216507
661	515	876017294
328	215	885046773
436	748	887768738
450	172	882372103
307	209	879283798
344	137	884814668
560	847	879976449
106	435	881452355
417	710	879647826
780	423	891363618
684	83	878761676
524	527	884634785
6	23	883601365
886	419	876032353
561	506	885809146
620	565	889987682
267	826	878971266
906	284	879435469
812	292	877625610
119	168	874781351
788	1277	880870583
763	73	878919180
327	160	887822209
334	629	891548460
201	89	884112245
149	1295	883512813
393	732	889555272
699	1060	879147367
561	276	885807713
620	1066	889988069
301	523	882076146
691	205	875543395
26	24	891377540
21	408	874951188
548	307	891042474
259	1074	874725264
305	529	886324097
325	737	891479846
246	132	884921319
366	675	888857866
482	245	887643461
533	4	888845066
466	327	890282956
323	873	878738949
543	947	877545605
44	603	878347420
894	718	885428386
200	161	884128979
879	127	887761249
52	151	882922249
880	1093	880167384
315	23	879821193
506	147	888848342
426	835	879444853
454	315	888015651
831	331	891353979
610	505	888703537
786	655	882843683
484	684	891195390
498	197	881958414
7	96	891351383
216	55	880245145
895	748	879437712
820	302	887954906
777	56	875980670
537	319	886028604
90	516	891383987
201	134	884113772
158	1303	880134865
716	549	879797372
744	237	881171907
210	98	887736429
543	855	875663543
404	302	883790218
216	181	880232597
370	193	879435168
758	1047	882054250
889	943	880178512
893	96	874830314
882	515	879865307
221	931	875245100
95	739	880572689
194	23	879522819
758	790	881978115
241	313	887249795
500	1315	883865463
176	288	886046979
671	1217	883547351
308	588	887738893
501	405	883347857
804	218	879445072
301	29	882078492
804	831	879443852
671	96	884035686
387	942	886483906
7	334	892130784
284	270	885328906
455	716	879112259
301	109	882074236
660	349	891197757
49	418	888067031
506	148	877539905
415	180	879439791
752	338	891208329
110	739	886988937
24	191	875323003
399	233	882347061
880	17	880174808
112	294	884992566
497	237	879310314
562	462	879196074
6	135	883600747
942	71	891282840
532	508	888636373
655	474	888813306
270	222	876954521
268	98	875309583
305	14	886322893
482	289	887644023
157	293	874813703
397	325	882838853
942	124	891283068
299	747	889502640
276	173	874791993
798	50	875295810
533	514	879190670
312	432	891699491
524	550	884636958
591	13	891039637
354	173	891217394
868	449	877113540
588	107	890030781
42	468	881108346
664	663	876525998
321	527	879439763
312	459	891698365
655	766	891585450
934	153	891225716
927	768	879195972
267	203	878972241
357	326	878951101
476	80	883364392
451	292	879012684
506	1063	888848303
90	526	891383866
434	476	886725076
363	227	891498135
51	173	883498844
447	447	878855724
152	132	882475496
804	215	879441752
406	239	880131608
690	158	881177835
121	50	891390014
83	452	880309214
178	658	882827162
146	311	891457714
654	116	887863436
307	511	879282952
693	281	875483597
655	249	887474630
790	13	884461820
151	504	879528868
358	638	891269584
422	184	879744085
99	117	885678784
534	286	877807602
628	874	880776981
870	340	882464808
890	181	882405808
189	9	893263994
487	160	884041685
488	56	891294785
771	690	880659235
851	619	875730629
941	124	875048996
399	543	882509971
586	174	884058898
524	286	884287379
939	689	880260636
82	276	876311344
447	294	878855082
233	212	877665324
843	657	879443668
518	595	876824266
117	763	881009890
452	661	875261747
335	323	891567125
605	237	879424661
735	327	876698022
387	187	886483049
457	121	882393066
865	455	880143612
307	463	879283786
629	684	880117430
682	122	888522260
634	597	877017923
38	720	892432424
305	180	886323806
198	81	884208326
239	923	889179033
932	606	891250169
308	7	887738847
505	151	889334162
438	9	879868005
484	275	891195973
813	310	883752290
114	186	881260352
84	12	883452874
870	47	875679958
429	52	882387074
97	175	884239616
747	509	888639176
99	1	886518459
506	281	880198144
747	154	888733182
442	156	883391221
551	82	892783525
374	741	880392717
533	549	879439340
271	357	885848408
239	505	889180169
880	381	880174808
661	228	876016545
313	133	891014956
883	1005	891695570
932	447	891250944
332	148	887938486
815	7	878691975
453	248	887942143
10	176	877889130
487	833	888262381
406	806	879446748
717	100	884642268
916	77	880845620
474	685	887915784
176	1008	886048040
900	137	877832803
597	242	875338983
533	479	879191184
60	1060	883326995
664	182	876524641
365	473	891304106
406	662	882480481
125	80	892838865
470	1084	879178406
183	405	891464393
646	259	888528978
90	648	891384754
57	833	883697705
303	820	879544184
413	7	879969614
903	281	891031677
785	1	879439137
663	509	889493437
940	8	885921577
8	686	879362356
158	271	880132232
543	735	874863269
151	97	879528801
90	31	891384673
694	427	875727226
495	413	888636032
266	283	892257897
474	318	887923708
713	1431	888881939
551	11	892777052
532	588	893119415
162	1019	877636556
750	886	879446114
561	475	885807393
784	313	891386988
18	549	880131173
782	339	891498676
346	1228	875265825
10	467	877891904
65	429	879216605
806	588	882388795
393	451	887746995
882	465	879876573
551	7	892777638
174	722	886513896
251	210	886271675
151	436	879524947
60	505	883326710
7	77	891353325
623	692	891034951
82	183	878769848
903	111	891031677
554	86	876369678
786	546	882844294
479	210	889125866
580	125	884125387
5	219	875720744
387	273	886481151
879	15	887761865
755	310	882569604
350	604	882346086
308	1121	887737647
416	197	893213103
901	768	877131793
614	255	879464119
482	881	887644022
535	506	879617819
92	106	875640609
578	380	888957833
524	499	884637598
587	1483	892871337
664	194	876525998
632	233	879459441
653	550	890181186
272	474	879454753
393	97	889555126
561	510	885808673
168	742	884287362
315	185	879821267
270	226	876956038
311	393	884366066
314	819	877886971
102	748	888800994
106	660	881451631
24	7	875323676
243	83	879988184
560	89	879975752
592	367	882956510
201	518	884112201
862	230	879305273
870	13	876319137
528	298	888520849
263	1444	891299949
440	904	891546654
62	512	879374894
397	896	889760725
882	409	879863031
895	222	879437965
519	1592	883250148
294	255	889241958
666	518	880567742
846	494	883947590
749	111	878848405
385	671	879443315
699	14	878881952
239	736	889179291
648	519	884628482
262	174	879791948
30	242	885941156
863	691	889289067
622	9	882669969
629	153	880116818
943	94	888639929
151	692	879524669
710	286	882063223
392	310	891037490
128	86	879966919
664	176	876526462
699	1284	879147239
499	166	885599334
889	636	880181663
495	662	888636810
794	936	891035219
463	269	877384802
533	742	879192681
468	209	875296309
315	223	879799486
871	216	888193384
264	230	886122644
543	204	874864737
782	50	891499243
67	273	875379288
346	549	874950966
130	756	874953866
244	581	880607903
419	223	879435785
227	124	879035158
838	169	887067390
548	282	891415384
894	855	882404460
257	307	879029581
719	660	879360493
399	1480	882350899
777	238	875980541
618	720	891309293
406	715	880131821
643	928	891445660
256	31	882164867
313	226	891028241
648	62	884882916
393	628	887744626
283	627	879297966
43	114	883954950
263	269	891296842
714	471	892777903
749	227	878848189
769	118	885424099
201	26	884111927
788	204	880868644
277	762	879543931
620	444	889987682
658	192	875147935
334	500	891547334
634	333	881007052
940	482	885921198
311	720	884366307
551	150	892782807
194	629	879552401
253	190	891628278
178	678	882823530
897	393	879991493
327	357	887747338
393	55	889727862
764	732	876246475
268	364	875743979
693	199	883975558
894	347	885427952
508	69	883776748
524	930	884832772
566	529	881649358
943	233	888639327
757	549	888468540
397	192	885349610
387	919	886479575
849	133	879696059
330	501	876546719
686	2	879546443
604	184	883668352
608	65	880406469
773	547	888538643
495	163	888633277
402	408	876266741
747	650	888639014
530	195	883784105
330	549	876547355
505	1063	889334334
648	454	884368232
664	1098	876526152
702	751	885767576
437	707	880141374
805	58	881698778
151	476	879543423
486	297	879874629
841	754	889067045
305	856	886323839
911	514	892839454
334	125	891544925
436	504	887769151
536	132	882359962
868	132	877103195
603	172	891956139
850	659	883194709
650	637	891387353
893	246	874829968
56	161	892910890
342	122	875318783
621	108	881445012
625	652	891262983
263	163	891299697
455	463	879111737
406	1008	879539909
841	1294	889067507
232	250	880062618
634	408	875728783
166	258	886397562
244	50	880604379
22	24	878888026
301	132	882076619
498	484	881957546
493	754	884129868
493	879	884129823
393	68	889729537
333	435	891045245
532	339	892859148
615	302	879447500
119	986	874781068
279	1435	892174339
304	274	884968415
469	582	879524266
894	919	881625708
82	472	878768882
186	330	891718038
749	68	878849612
472	96	875980823
524	423	884635358
593	117	875659497
295	153	879517324
659	526	891332224
908	484	879722361
374	12	880395202
936	508	886832282
878	584	880867803
606	662	880926162
409	516	881109347
23	222	876785704
592	192	882955460
533	609	879191184
314	73	877889205
399	744	882510147
527	528	879456104
829	458	891990881
269	474	891448823
851	159	875806953
353	301	891401992
99	300	885678397
758	616	881976377
326	153	879875751
481	4	885829196
58	198	884305123
497	568	879310792
457	265	882397699
901	82	877131624
757	679	888466583
840	525	891204535
24	372	875323553
57	321	883696629
56	53	892679163
713	689	888882225
256	409	882163654
84	151	883449993
680	515	876816268
648	185	884368485
619	56	885953992
79	311	891271278
533	511	879439379
527	615	879456312
690	1041	881177804
239	172	889178833
311	498	884364931
880	222	880166990
702	313	885767336
655	310	887473937
41	474	890687066
233	58	880612403
705	96	883428028
676	50	892686083
128	507	879966685
647	291	876534275
454	317	888267343
112	332	886398611
442	209	883388283
315	513	879821299
378	476	880044642
48	266	879434387
624	1	879792581
242	740	879741196
378	703	890572396
92	712	875656392
757	230	888466614
296	22	884197068
722	823	891281570
907	553	880160056
885	173	885713357
456	824	881372256
669	300	892549238
682	3	888519113
456	1328	881372328
343	163	876408139
844	921	877388183
530	181	886202320
580	123	884125199
715	92	875963899
58	490	884304896
909	289	891920763
85	464	882996119
437	214	880141041
387	774	886481737
864	578	888889948
44	447	878347598
722	307	891280245
127	449	884364950
44	405	878346512
706	118	880997464
792	147	877910822
739	132	886959039
788	482	880869787
506	295	879074845
271	642	885849231
699	1010	878882563
85	529	879827935
833	179	875124181
617	519	883789105
889	271	880176573
459	225	879563777
604	448	883668261
455	511	879110971
671	1239	884036683
382	639	875946881
38	411	892433290
932	1512	891249038
708	304	892718876
722	458	891280955
815	671	878695679
223	1016	891549657
346	496	875260242
64	209	889737654
165	332	879525672
474	735	887924619
320	174	884749255
850	168	883195456
189	56	893265263
202	269	879726420
304	278	884968415
523	83	883700870
924	228	886327826
118	180	875385136
287	117	875334405
174	162	886514108
1	158	878542699
330	204	876546839
775	305	891032837
680	15	877075048
324	248	880575493
921	125	879379774
82	504	878769917
49	53	888067405
747	923	888639939
654	1014	887863981
757	260	888443511
218	12	881288233
500	217	883876053
276	101	874977555
1	229	878542075
318	237	884494712
379	178	880741811
938	275	891356350
234	614	892334609
347	174	881654248
222	895	883815361
934	432	891191976
705	275	883427048
921	196	884673724
290	95	880474590
564	118	888730699
532	277	893119439
119	147	886176486
2	307	888550066
673	328	888787355
894	990	879896268
680	98	876816224
379	522	880524753
687	269	884651420
493	96	884130793
276	100	874786605
504	699	887838573
586	17	884060807
474	650	887925187
706	25	880997385
1	220	875241390
79	763	891271741
200	588	884128499
18	169	880130252
110	802	886988793
855	166	879825578
8	79	879362286
435	697	884133372
204	315	892388857
551	176	892776876
880	186	880174808
474	207	887925751
846	386	883950154
640	186	888026047
852	117	891036707
385	87	879441942
7	635	891352864
591	25	891039658
830	233	891561737
892	378	886610137
628	361	880776981
43	405	883956122
465	202	883531487
295	570	879518590
308	467	887737194
92	115	875654125
616	301	891224748
622	70	882670562
303	70	879467739
868	50	877103449
198	180	884207298
380	60	885478292
325	506	891478180
905	873	884983396
722	546	891280866
43	49	883956387
280	230	891702153
158	744	880132462
890	484	882915942
451	328	879012470
591	956	891031286
586	226	884061806
430	523	877226568
472	739	875982967
924	471	884371635
177	7	880130881
291	12	874834701
130	332	876250582
13	596	882398691
414	886	884999286
488	485	891294298
640	226	874778569
18	647	880129595
85	715	882995967
276	1232	874791488
766	187	891309053
880	22	880167695
638	238	876695819
684	225	875811341
650	265	891370031
606	418	880923745
286	73	877532965
581	222	879641698
918	174	891987154
932	154	891249994
119	40	886176993
711	230	879995053
315	433	879821037
456	286	887165765
537	591	886030051
645	195	892054537
130	596	874953825
343	124	876402738
537	651	886030862
13	42	882141393
524	197	884637347
94	732	891721216
